PDB ID,Count
1t0k,27
1t1m,54
1t1o,73
1t2r,2
1t4l,32
1tfw,51
1tfy,46
1trj,68
1ttt,62
1u0b,74
1u1y,1860
1u63,49
1u6b,219
1u6p,100
1ull,35
1un6,61
1uon,13
1urn,20
1utd,0
1uvi,4
1uvj,4
1uvl,5
1uvm,5
1uvn,4
1vbx,73
1vby,73
1vbz,73
1vc0,73
1vc5,70
1vc6,72
1vfg,31
1vq4,2875
1vq5,2874
1vq6,2875
1vq7,2876
1vq8,2873
1vq9,2874
1vqk,2873
1vql,2875
1vqm,2875
1vqn,2876
1vqo,2873
1vqp,2874
1vtm,147
1vvj,4603
1vy4,4653
1vy5,4655
1vy6,4522
1vy7,4528
1w2b,2876
1wmq,42
1wne,13
1wpu,42
1wrq,42
1wsu,65
1wwd,6
1wwe,7
1wwf,7
1wwg,6
1wz2,88
1x18,86
1x1l,130
1xbp,2884
1xmo,1519
1xmq,1521
1xnq,1521
1xnr,1521
1xok,36
1xpo,2
1xpr,2
1xpu,2
1y39,57
1y69,2884
1yhq,2871
1yi2,2871
1yij,2871
1yit,2871
1yj9,2871
1yjn,2871
1yjw,2871
1ysh,163
1ytu,9
1yty,9
1yvp,21
1yyk,48
1yyo,48
1yyw,48
1yz9,44
1z58,2766
1zbh,32
1zbn,28
1zc8,416
1zdh,1560
1zdi,1740
1zdj,960
1zdk,2280
1ze2,21
1zh5,9
1zho,38
1zjw,74
1zl3,21
1zn0,40
1zn1,99
1zo1,76
1zo3,152
1zse,720
1zzn,219
2a1r,6
2a8v,3
2a9x,28
2aar,2766
2ab4,19
2ad9,6
2adb,6
2adc,12
2agn,183
2ake,144
2ann,23
2anr,24
2asb,11
2atw,12
2az0,30
2az2,30
2azx,144
2b2d,720
2b2e,1800
2b2g,1860
2b3j,28
2b63,27
2b6g,19
2bbv,600
2bgg,16
2bh2,29
2bny,1680
2bq5,2160
2bs0,1260
2bs1,1380
2bte,78
2bu1,1920
2bx2,56
2byt,78
2c06,5
2c0b,44
2c4q,1920
2c4r,40
2c4y,1680
2c4z,1560
2c50,1620
2c51,1680
2cjk,8
2csx,75
2ct8,74
2cv0,75
2cv1,75
2cv2,75
2czj,60
2d3o,2802
2d6f,146
2db3,7
2der,74
2det,70
2deu,74
2dlc,128
2dr2,150
2dr5,32
2dr7,33
2dr8,33
2dr9,34
2dra,34
2drb,35
2du3,142
2du4,142
2du5,142
2du6,142
2dvi,34
2dxi,75
2e5l,1527
2e9r,15
2e9t,14
2e9z,16
2ec0,15
2err,7
2ese,23
2ez6,56
2f4v,1511
2f8k,16
2f8s,44
2f8t,50
2fk6,106
2fmt,72
2ftc,1443
2fy1,21
2fz2,180
2g4b,14
2gic,90
2gje,18
2gjw,35
2go5,217
2gtt,99
2gxb,12
2hgh,55
2hhh,1505
2ht1,27
2hvy,61
2hw8,36
2hyi,6
2i2y,4
2i82,20
2i91,22
2ihx,75
2ix1,13
2iy3,110
2iy5,152
2iz8,1740
2iz9,1680
2izm,1560
2izn,1560
2j0q,6
2j0s,6
2j28,3032
2j37,408
2jea,21
2jlu,7
2jlv,7
2jlw,7
2jlx,8
2jly,7
2jlz,7
2jpp,40
2jq7,58
2kdq,29
2kfy,6
2kg0,6
2kg1,6
2kh9,6
2km8,13
2kmj,28
2kx5,29
2kxn,6
2l2k,42
2l3c,34
2l3j,71
2l41,4
2l5d,5
2la5,36
2lbs,32
2leb,6
2lec,6
2li8,7
2lup,32
2m8d,8
2mb0,6
2mf0,72
2mf1,72
2mfc,44
2mfe,44
2mff,42
2mfg,42
2mfh,18
2mgz,12
2mjh,10
2mki,5
2mkk,5
2mkn,38
2mqo,6
2mqp,6
2mqq,10
2mqv,68
2ms0,71
2ms1,71
2mtv,5
2mxy,7
2mz1,5
2n3o,23
2n7c,6
2n82,23
2n8l,8
2n8m,7
2noq,317
2nqp,71
2nr0,153
2nre,112
2nue,46
2nuf,56
2nug,44
2nz4,152
2o43,2766
2o44,2766
2o45,2766
2ob7,414
2ogm,2766
2ogn,2766
2ogo,2765
2oih,73
2oj3,73
2om3,147
2om7,455
2otj,2871
2otl,2871
2ozb,33
2pjp,23
2ply,23
2po1,21
2pxb,49
2pxd,49
2pxe,49
2pxf,49
2pxk,49
2pxl,47
2pxp,49
2pxq,49
2pxt,49
2pxu,49
2pxv,49
2py9,12
2q66,5
2qa4,2871
2qex,2871
2qqp,240
2qux,25
2r1g,180
2r7r,7
2r7s,6
2r7t,7
2r7u,5
2r7v,5
2r7w,7
2r7x,7
2r8s,159
2r92,19
2r93,14
2rd2,74
2rdo,2958
2re8,74
2rfk,61
2rkj,242
2rqc,6
2rra,6
2rs2,5
2rsk,24
2ru3,6
2ru7,24
2tmv,147
2uu9,1528
2uua,1528
2uub,1526
2uuc,1527
2uwm,46
2uxb,1524
2uxc,1527
2uxd,1496
2v0g,75
2v3c,96
2vaz,82
2vnu,10
2vod,7
2von,7
2voo,3
2vop,5
2vpl,48
2vqe,1522
2vqf,1523
2vrt,2
2w2h,22
2wj8,70
2ww9,140
2wwa,140
2wwb,136
2wyy,1350
2x1a,2
2x1f,2
2x7n,28
2xb2,7
2xbm,8
2xc7,4
2xd0,35
2xdb,35
2xdd,105
2xea,147
2xfm,7
2xgj,5
2xkv,96
2xli,15
2xlj,15
2xlk,15
2xnr,5
2xpj,180
2xs2,7
2xs5,5
2xs7,5
2xxa,102
2xzl,9
2xzo,7
2y8w,19
2y8y,18
2y9h,18
2yh1,9
2yhm,70
2yjy,10
2ykg,20
2ykr,1533
2z9q,61
2zh1,33
2zh2,34
2zh3,34
2zh4,34
2zh5,34
2zh6,34
2zh7,33
2zh8,34
2zh9,33
2zha,33
2zhb,34
2zi0,40
2zjp,2808
2zjq,2808
2zjr,2808
2zko,42
2zm5,74
2zm6,1506
2zni,144
2zue,76
2zuf,76
2zxu,74
2zzm,84
2zzn,71
3a2k,77
3a6p,46
3adb,184
3adc,180
3add,176
3adi,20
3adl,20
3aev,11
3af6,0
3agv,25
3ahu,6
3akz,74
3al0,74
3am1,162
3amt,78
3amu,78
3avt,4
3avu,16
3avv,19
3avw,20
3avx,22
3avy,22
3b0u,3
3b0v,72
3bbv,67
3bbx,3019
3bo0,105
3bo1,105
3bo2,220
3bo3,220
3boy,44
3bsb,9
3bsn,16
3bso,16
3bsx,10
3bt7,18
3bx2,9
3bx3,8
3cc2,2871
3cc4,2871
3cc7,2871
3cce,2871
3ccj,2871
3ccl,2871
3ccm,2871
3ccq,2871
3ccr,2871
3ccs,2871
3ccu,2871
3ccv,2871
3cd6,2873
3cf5,2808
3ciy,92
3cma,2876
3cme,2875
3cpw,2879
3cul,91
3cun,91
3cw1,138
3cxc,2879
3cz3,76
3d2s,17
3dd2,15
3deg,298
3dg0,4371
3dg2,4371
3dg4,4371
3dg5,4371
3dh3,21
3dkn,69
3dll,2808
3egz,260
3ep2,187
3eph,138
3epj,138
3epk,138
3epl,137
3eq3,187
3eq4,198
3eqt,16
3er9,2
3erc,5
3ex7,6
3fht,6
3foz,143
3fte,44
3ftf,44
3fwo,2883
3g0h,7
3g4s,2871
3g6e,2871
3g71,2871
3g8s,152
3g8t,152
3g96,152
3g9c,150
3g9y,6
3gib,18
3gpq,2
3h5x,16
3h5y,16
3hax,73
3hay,82
3hhn,272
3hhz,90
3hjw,70
3hjy,60
3hl2,82
3hsb,7
3htx,44
3i56,2871
3i5x,10
3i5y,9
3i61,10
3i62,10
3iab,46
3ice,6
3icq,62
3id5,68
3ie1,4
3iem,0
3iev,11
3irw,90
3ivk,128
3iwn,93
3iy8,540
3iy9,1027
3iyq,349
3iyr,349
3iz4,377
3izd,151
3izy,76
3izz,337
3j06,147
3j0d,177
3j0e,108
3j0l,786
3j0o,736
3j0p,579
3j0q,600
3j16,463
3j28,1533
3j29,1533
3j2a,1533
3j2b,1533
3j2c,1533
3j2d,1533
3j2e,1533
3j2f,1533
3j2g,1533
3j2h,1533
3j3v,3003
3j3w,2685
3j45,286
3j46,403
3j5l,2974
3j5s,283
3j5y,98
3j6b,2733
3j6x,5566
3j6y,5566
3j77,5433
3j78,5525
3j79,3460
3j7a,1682
3j7o,3938
3j7p,5680
3j7q,3938
3j7r,5898
3j7y,1530
3j7z,2975
3j80,1779
3j81,1876
3j8g,2989
3j92,4012
3j9b,20
3j9m,2453
3j9w,4675
3j9y,4606
3j9z,4717
3ja1,4690
3jag,5820
3jah,5820
3jai,5820
3jaj,5958
3jam,1780
3jan,5958
3jap,1869
3jb7,11
3jb9,327
3jbn,5146
3jbo,5144
3jbp,5144
3jbu,4638
3jbv,4712
3jcd,4715
3jce,4798
3jcj,4590
3jcm,263
3jcn,4634
3jcr,203
3jcs,3376
3jct,3402
3jd5,952
3jq4,2883
3k0j,87
3k49,10
3k4e,10
3k5q,9
3k5y,9
3k5z,9
3k61,9
3k62,9
3k64,9
3kfu,278
3klv,12
3kmq,10
3kms,12
3kna,12
3koa,10
3ks8,36
3ktv,108
3ktw,96
3l25,16
3l26,16
3l3c,152
3lob,420
3lqx,48
3lrn,26
3lrr,22
3lwo,70
3lwp,70
3lwq,70
3lwr,70
3lwv,69
3m7n,14
3m85,12
3mdg,6
3mdi,6
3mj0,8
3moj,69
3mqk,22
3mum,91
3mur,91
3mut,91
3muv,90
3mxh,91
3ncu,22
3ndb,136
3nl0,13
3nma,5
3nmr,6
3nmu,47
3nna,5
3nnc,7
3nnh,11
3nvi,48
3nvk,54
3o3i,28
3o6e,26
3o7v,26
3o8c,5
3o8r,5
3og8,28
3oij,28
3oin,14
3ol6,35
3ol7,36
3ol8,35
3ol9,35
3olb,35
3oto,1513
3ouy,70
3ov7,68
3ova,68
3ovb,70
3ovs,68
3ow2,2876
3p49,169
3p6y,7
3pdm,147
3pew,6
3pey,6
3pf4,0
3pf5,1
3pio,2777
3pip,2764
3pkm,9
3pla,87
3ptx,90
3pu0,90
3pu1,90
3pu4,90
3q0l,8
3q0m,8
3q0n,8
3q0o,7
3q0p,8
3q0q,8
3q0r,8
3q0s,8
3q1q,433
3q1r,438
3q2t,10
3qg9,9
3qgb,9
3qgc,9
3qjj,12
3qjl,24
3qjp,8
3qrp,14
3qrr,17
3qsu,4
3qsy,77
3r1h,135
3r1l,135
3r2c,9
3r2d,20
3r9w,34
3r9x,35
3rc8,6
3rer,8
3rtj,2
3rw6,60
3s4g,420
3siu,28
3siv,64
3sn2,29
3snp,30
3sqw,8
3sqx,8
3t1h,1524
3t1y,1524
3t3n,0
3t3o,2
3t5n,6
3t5q,8
3trz,40
3ts0,44
3ts2,46
3tup,74
3u2e,4
3u4m,80
3u56,80
3ucu,93
3ucz,93
3ud3,93
3ud4,93
3umy,80
3uzs,20
3uzt,7
3v11,71
3v6y,11
3v71,7
3v74,11
3v7e,126
3vjr,72
3vnu,12
3vnv,15
3vyx,20
3vyy,20
3w1k,920
3w3s,196
3wbm,50
3wc1,146
3wc2,147
3wfq,73
3wfr,74
3wfs,74
3wqy,75
3wqz,75
3wzi,4
3zc0,30
3zd6,20
3zd7,20
3zgz,82
3zjt,82
3zju,79
3zjv,84
3zla,44
3zn8,88
484d,27
4a2i,1530
4a2x,28
4a36,38
4adv,1410
4adx,2942
4afy,4
4al5,18
4al6,16
4al7,15
4alp,12
4am3,12
4ang,1620
4aq7,79
4aqy,1531
4arc,71
4ari,79
4as1,82
4ato,99
4ay2,19
4b3g,9
4b3m,1534
4b3r,1531
4b3s,1529
4b3t,1531
4b8t,5
4ba2,12
4bbl,616
4bhh,44
4bkk,161
4bpb,20
4bs2,12
4bts,6868
4bw0,26
4by9,188
4c4q,233
4c4w,35
4c7o,48
4c8y,13
4c8z,14
4c9d,25
4ce4,1437
4cio,7
4cqn,82
4csf,27
4csu,3018
4cxg,362
4cxh,362
4d25,6
4d26,6
4d5l,1742
4d5n,201
4d5y,3892
4d61,1943
4d67,3892
4db2,28
4dr1,1498
4dr2,1498
4dr3,1498
4dr4,1516
4dr5,1516
4dr6,1524
4dr7,1524
4duy,1498
4duz,1498
4dv0,1498
4dv1,1498
4dv2,1498
4dv3,1498
4dv4,1498
4dv5,1498
4dv6,1498
4dv7,1498
4dwa,3
4dzs,9
4e78,8
4ed5,10
4ejt,2
4erd,44
4eya,240
4f02,9
4f1n,9
4f3t,14
4fsj,840
4ftb,900
4fte,900
4fts,900
4fvu,16
4fwt,13
4g0a,24
4g9z,8
4gcw,53
4gha,24
4ghl,36
4gkj,1524
4gkk,1522
4gl2,24
4gv3,7
4gv6,7
4gv9,8
4h5o,35
4h5p,28
4hor,4
4hos,3
4hot,3
4ht8,14
4ht9,18
4i67,3
4ifd,30
4ig8,36
4ii9,2
4ijs,40
4ill,36
4ilm,32
4io9,2808
4ioa,2808
4ioc,2808
4iqx,12
4j1g,45
4j39,38
4j5v,38
4j7l,5
4j7m,3
4jgn,40
4ji0,1498
4ji1,1498
4ji2,1498
4ji3,1497
4ji4,1498
4ji5,1500
4ji6,1500
4ji7,1500
4ji8,1500
4jk0,42
4jng,42
4jnx,40
4jv5,1524
4jvh,16
4jvy,14
4jxx,71
4jxz,71
4jya,1530
4jyz,63
4jzu,1
4jzv,1
4k0k,1525
4k4s,34
4k4t,33
4k4u,36
4k4w,35
4k4x,31
4k4z,35
4k50,47
4khp,1512
4kji,32
4knq,40
4kq0,38
4kr2,136
4kr3,138
4kr6,78
4kr7,78
4kr9,78
4kre,11
4krf,12
4ktg,76
4kvb,1500
4kxt,12
4kzd,83
4kze,83
4kzx,1797
4kzy,1840
4kzz,1885
4l47,4602
4l71,4602
4l8h,20
4l8r,26
4lck,177
4lel,4602
4lf4,1501
4lf5,1501
4lf6,1500
4lf7,1499
4lf8,1499
4lf9,1498
4lfa,1498
4lfb,1498
4lfc,1498
4lfz,4602
4lg2,42
4lgt,20
4lj0,10
4lmz,5
4lnt,4603
4lq3,2
4lsk,4603
4lt8,4603
4m2z,56
4m30,56
4m4o,59
4m59,32
4m6d,41
4m7a,5
4m7d,4
4mdx,8
4n0t,65
4n2q,10
4n2s,8
4n48,4
4ngb,24
4ngc,24
4ngd,24
4ngf,34
4ngg,26
4nh3,26
4nh5,28
4nh6,30
4nha,32
4nia,1320
4nku,2
4nl3,6
4nxm,1499
4nxn,1499
4o26,47
4o8j,6
4oau,6
4oav,8
4oe1,32
4ohy,2
4ohz,4
4oi0,2
4oi1,2
4ola,10
4olb,10
4oo1,6
4oog,68
4oq8,1320
4oq9,1320
4ox9,1507
4p3e,124
4p6f,4682
4p70,4597
4pdb,38
4peh,3
4pei,3
4pjo,57
4pkd,54
4pmi,120
4pmw,14
4pr6,72
4prf,74
4q9q,83
4q9r,83
4qei,136
4qg3,80
4qi2,19
4qik,36
4qil,16
4qm6,10
4qoz,26
4qpx,15
4qqb,17
4qu6,3
4qu7,3
4qvc,4
4qvd,4
4qvi,80
4r3i,4
4r8i,0
4rcj,4
4rcm,0
4rdx,152
4rmo,88
4rqe,167
4rqf,63
4rwn,38
4rwo,38
4rwp,37
4s2x,2
4s2y,1
4s3n,38
4tu0,2
4tua,4607
4tub,4606
4tuc,4607
4tud,4605
4tue,4605
4tuw,28
4tux,25
4tv0,26
4tvx,59
4tyw,7
4tyy,9
4tz0,7
4tz6,7
4tzp,172
4tzv,177
4tzw,177
4tzz,177
4u1u,4554
4u1v,4554
4u20,4554
4u24,4554
4u25,4554
4u26,4554
4u27,4554
4u3m,5178
4u3n,5181
4u3u,5178
4u4n,5178
4u4o,5178
4u4q,5178
4u4r,5178
4u4u,5178
4u4y,5178
4u4z,5178
4u50,5178
4u51,5178
4u52,5178
4u53,5178
4u55,5178
4u56,5178
4u67,2789
4u6f,5209
4u7u,122
4u8t,6
4udv,147
4ue4,266
4ue5,299
4uer,1767
4uft,234
4ug0,5869
4ujc,5971
4ujd,5971
4uje,5813
4uy8,3048
4uyj,109
4uyk,133
4v19,1521
4v2s,58
4v3p,125580
4v42,4729
4v47,4131
4v48,4207
4v49,4631
4v4a,4476
4v4b,4451
4v4f,34
4v4g,4469
4v4h,4488
4v4i,4647
4v4j,4683
4v4n,4667
4v4p,4728
4v4q,4488
4v4r,4618
4v4s,4618
4v4t,4618
4v4v,4564
4v4w,4564
4v4x,4679
4v4y,4805
4v4z,4706
4v50,4511
4v51,4577
4v52,4488
4v53,4488
4v54,4488
4v55,4488
4v56,4488
4v57,4488
4v5a,4494
4v5b,4488
4v5c,4667
4v5d,4667
4v5e,4669
4v5f,4687
4v5g,4758
4v5h,4635
4v5j,4682
4v5k,4603
4v5l,4757
4v5m,4612
4v5n,4612
4v5o,1745
4v5p,4766
4v5q,4760
4v5r,4766
4v5s,4760
4v5v,70
4v5y,4488
4v5z,5205
4v61,4430
4v63,4668
4v64,4488
4v65,4796
4v66,4796
4v67,4666
4v68,4696
4v69,4789
4v6a,4463
4v6c,4505
4v6d,4528
4v6e,4545
4v6f,4802
4v6g,4699
4v6i,5436
4v6k,4687
4v6l,4687
4v6m,4654
4v6n,4717
4v6o,4717
4v6p,4717
4v6q,4717
4v6r,4717
4v6s,4650
4v6t,4968
4v6u,4823
4v6v,4651
4v6w,6111
4v6x,6512
4v6y,4707
4v6z,4707
4v70,4707
4v71,4707
4v72,4707
4v73,4707
4v74,4707
4v75,4707
4v76,4707
4v77,4707
4v78,4707
4v79,4707
4v7a,4635
4v7b,4677
4v7c,4724
4v7d,4724
4v7e,5519
4v7f,3673
4v7h,5263
4v7i,4550
4v7j,4633
4v7k,4636
4v7l,4650
4v7m,4639
4v7p,4586
4v7r,5274
4v7s,4505
4v7t,4505
4v7u,4505
4v7v,4505
4v7w,4348
4v7x,4348
4v7y,4348
4v7z,4348
4v83,4420
4v84,4419
4v85,4509
4v87,4791
4v88,5195
4v89,4509
4v8a,4445
4v8b,4791
4v8c,4791
4v8d,4797
4v8e,4797
4v8f,4797
4v8g,4434
4v8h,4458
4v8i,4440
4v8j,4604
4v8m,6500
4v8n,4715
4v8o,4610
4v8p,3393
4v8q,4744
4v8t,3543
4v8u,4688
4v8x,4632
4v8y,5354
4v8z,5272
4v90,4612
4v91,3482
4v92,1954
4v95,4421
4v97,4615
4v99,1020
4v9a,4621
4v9b,4700
4v9c,4646
4v9d,4645
4v9e,36
4v9f,2925
4v9h,4572
4v9i,4664
4v9j,4604
4v9k,4609
4v9l,4609
4v9m,4609
4v9n,4499
4v9o,4505
4v9p,4505
4v9q,4614
4v9r,4432
4v9s,4432
4w29,4698
4w2e,4632
4w2f,4707
4w2g,4656
4w2h,4537
4w2i,4657
4w4g,4695
4w5n,18
4w5o,30
4w5q,28
4w5r,20
4w5t,26
4w90,101
4w92,96
4wal,9
4wan,38
4wc2,75
4wc3,76
4wc4,74
4wc5,74
4wc6,75
4wc7,75
4wce,2822
4wf1,4554
4wf9,2826
4wfa,2825
4wfb,2821
4wfn,2802
4wj3,152
4wj4,152
4wkr,5
4woi,4645
4wpo,4706
4wq1,4764
4wqf,4610
4wqr,4767
4wqu,4630
4wqy,4552
4wr6,4774
4wra,4788
4wro,4751
4wrt,29
4wsa,28
4wsb,29
4wsd,4759
4wsm,4790
4wt1,4762
4wt8,4667
4wta,14
4wtc,14
4wtd,14
4wte,14
4wtf,14
4wtg,14
4wti,6
4wtj,6
4wtk,6
4wtl,6
4wtm,6
4wu1,4699
4www,4505
4wzd,4702
4wzj,68
4wzm,15
4wzo,4744
4wzq,15
4x0a,73
4x0b,77
4x2b,13
4x4n,83
4x4o,34
4x4p,36
4x4q,36
4x4r,35
4x4s,35
4x4t,81
4x4u,33
4x4v,33
4x62,1512
4x64,1511
4x65,1511
4x66,1511
4x9e,6
4xbf,20
4xco,96
4xej,4531
4xjn,78
4xww,14
4y4o,4469
4y4p,4687
4y91,6
4yb1,91
4ybb,4516
4yco,74
4ycp,62
4yhh,1507
4yhw,44
4yoe,3
4ypb,4695
4yvi,71
4yvj,71
4yvk,71
4yy3,1513
4yye,148
4yzv,4620
4z0c,26
4z31,58
4z3s,4688
4z4c,28
4z4d,29
4z4e,28
4z4f,27
4z4g,28
4z4h,28
4z4i,28
4z7l,14
4z8c,4420
4z92,360
4zdo,75
4zdp,74
4zer,4496
4zld,17
4zlr,14
4zsn,4620
4zt0,72
4zt9,72
5a0t,6
5a0v,6
5a2q,1922
5a2t,125
5a79,333
5a7a,318
5a8l,347
5a9z,4527
5aa0,4753
5ady,3020
5afi,4748
5ah5,81
5aj0,5776
5aj3,960
5aj4,2475
5aka,3032
5amq,34
5amr,24
5an9,1162
5anb,1162
5anc,1162
5aor,11
5aox,86
5apn,3371
5apo,3371
5axm,144
5axn,130
5b63,127
5bkl,417
5bkn,423
5br8,1498
5bs3,34
5bte,4
5bud,4
5bym,9
5bz1,10
5bz5,10
5bzu,8
5bzv,9
5c0w,18
5c0x,31
5c0y,5
5c9h,22
5ccb,154
5ccx,152
5cd1,150
5cd4,60
5czp,4551
5d0a,14
5d0b,16
5d6g,74
5d8b,4664
5d8h,74
5dar,74
5dat,5243
5dc3,5209
5dcv,46
5ddo,58
5ddp,61
5ddq,61
5ddr,61
5de5,35
5de8,35
5dea,35
5det,9
5dfe,4551
5dge,10437
5dgf,5209
5dgv,5225
5dm6,2902
5dm7,2902
5dno,7
5do4,14
5dox,4469
5doy,4689
5dto,4
5dv7,36
5e02,4
5e08,12
5e3h,24
5e6m,146
5e7k,4684
5e81,4733
5ed1,45
5ed2,45
5eeu,0
5eev,0
5eew,0
5eex,0
5eey,0
5eez,0
5ef0,0
5ef1,0
5ef2,0
5ef3,0
5eim,8
5el4,4683
5el5,4677
5el6,4682
5el7,4682
5elh,5
5elk,6
5elr,5
5els,12
5elt,8
5elx,6
5emo,12
5en1,7
5epi,12
5ex7,7
5f5f,20
5f5h,21
5f6c,5
5f8g,22
5f8h,22
5f8i,22
5f8j,23
5f8k,4544
5f8l,22
5f8m,22
5f8n,17
5f98,144
5f9f,144
5f9h,138
5fci,8359
5fcj,5224
5fdu,4470
5fdv,4469
5fj4,35
5flx,1972
5fmz,12
5fn1,90
5fvc,70
5g2x,704
5g2y,630
5g4u,38
5g4v,38
5gad,3049
5gae,3007
5gaf,3049
5gag,3049
5gah,3049
5gak,3597
5gam,166
5gan,345
5gao,57
5gap,143
5gin,85
5gio,87
5gip,83
5gjb,5
5gm6,361
5gmf,8
5gmg,8
5gmk,404
5guh,7
5gxh,7
5gxi,5
5h0r,84
5h1k,13
5h1l,7
5h1s,3018
5h3u,7
5h4p,3370
5h5u,4633
5hab,20
5hau,4565
5hc9,76
5hcp,4420
5hcq,4420
5hcr,4420
5hd1,4420
5hjz,4
5hk0,4
5hkc,1
5hkv,2809
5hl7,2819
5ho4,10
5hp2,45
5hp3,45
5hr6,68
5hr7,70
5hsw,18
5i4a,14
5i4l,5209
5i8q,9
5i9d,11
5i9f,11
5i9g,12
5i9h,11
5ib7,4709
5ib8,4681
5ibb,4689
5id6,21
5imq,4680
5imr,4680
5ip2,11
5iqr,4747
5it8,4516
5it9,1972
5iwa,1509
5j0m,29
5j1o,29
5j2w,29
5j30,4551
5j3c,4550
5j4b,4687
5j4c,4687
5j4d,4640
5j5b,4516
5j7l,4516
5j88,4516
5j8a,4516
5j8b,4713
5j91,4516
5jaj,21
5jb2,19
5jb3,1585
5jbg,22
5jbh,1586
5jbj,24
5jc3,20
5jc7,48
5jc9,4516
5jcf,21
5jch,20
5jcs,3673
5jea,27
5jji,7
5jjk,7
5jjl,9
5jju,2
5jpq,1016
5jrc,14
5js1,10
5js2,0
5jte,4765
5ju8,4696
5juo,5567
5jup,5567
5jus,5567
5jut,5567
5juu,5565
5jvg,2830
5jvh,2778
5jxs,14
5k0y,1881
5k36,24
5k77,6
5k78,0
5kal,2
5kcr,4622
5kcs,4602
5ki6,9
5kl1,12
5kl8,11
5kla,8
5kps,4734
5kpv,4812
5kpw,4812
5kpx,4812
5l1z,21
5l2l,41
5l3p,4659
5li0,4575
5lj3,458
5lj5,458
5lks,5794
5ll6,1325
5lm7,29
5lmn,1534
5lmo,1533
5lmp,1534
5lmq,1607
5lmr,1604
5lms,1606
5lmt,1607
5lmu,1607
5lmv,1607
5lqw,378
5lta,8
5lyb,5211
5lza,4645
5lzb,4742
5lzc,4742
5lzd,4742
5lze,4739
5lzf,4736
5lzs,5747
5lzt,5678
5lzu,5678
5lzv,5678
5lzw,5671
5lzx,5671
5lzy,5670
5lzz,5671
5m0i,56
5m0j,56
5m1j,5429
5m3h,29
5m3j,28
5m73,144
5m8i,5
5mc6,5398
5mdv,4599
5mdw,4599
5mdy,4599
5mdz,4599
5me0,1596
5me1,1596
5mei,5209
5mfx,5
5mgp,4642
5mjv,360
5mlc,2963
5mmi,3027
